#ID,HPバー本数,属性倍率,,,,,,,,,バッドステータス耐性割合,,,,,,,,,,,初期覚醒設定,1ターンの行動回数,パッシブスキル,通常攻撃,,,,,,,,スキル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,死亡時発動スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル6,,,,,,,,スキル7,,,,,,,,スキル8,,,,,,,,スキル9,,,,,,,,スキル10,,,,,,,,スキル11,,,,,,,,スキル12,,,,,,,,スキル13,,,,,,,,スキル14,,,,,,,,スキル1,,,,,,,,スキル2,,,,,,,,スキル3,,,,,,,,スキル4,,,,,,,,スキル5,,,,,,,,スキル,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,火,氷,風,光,闇,土,雷,水,無,スタン,サインレス,チャーム,毒,炎上,凍結,裂風,アンダーマイン,弱点付与,感電,トラップ,,,スキルID,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,スキルID,AI条件ID,優先度,ターゲットタイプ,消費行動回数,最大発動回数,発動率,発動失敗時カウント増加フラグ,

10000605,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000012,10000007,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000606,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000003,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000607,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000003,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000608,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000609,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000013,10000010,1,ENEMY2,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000610,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000014,10000007,2,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000701,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000004,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000702,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000703,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000015,10000007,1,LOW_HP_ENEMY,1,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000704,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000004,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000705,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000016,10000006,2,NULL,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000706,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000004,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000017,10000009,1,ENEMY1,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000801,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000005,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000802,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000010,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000803,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000010,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000018,10000007,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000804,2,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000005,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000019,10000010,1,NULL,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000805,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000005,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000806,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000005,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000901,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000020,10000001,1,RANDOM,1,99999,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000902,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000005,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000021,10000007,1,RANDOM,1,99999,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000903,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000022,10000007,1,RANDOM,1,99999,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000904,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000007,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000023,10000001,1,RANDOM,1,99999,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000905,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000024,10000014,2,NULL,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000906,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000025,10000007,1,ENEMY1,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000907,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000009,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000026,10000010,1,ENEMY1,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001001,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000003,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001002,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000003,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001003,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001004,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000004,10000006,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001005,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000027,10000007,1,RANDOM,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001006,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000003,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000028,10000009,1,RANDOM,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001007,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000029,10000010,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001008,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000030,10000009,1,NULL,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001009,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000008,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001101,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001102,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001103,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000007,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001104,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000007,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000008,10000007,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001105,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000031,10000006,1,RANDOM,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001106,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000032,10000007,1,RANDOM,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001107,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000007,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000033,10000010,1,NULL,1,99999,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001108,3,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000034,10000009,1,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001109,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000002,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001201,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001202,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000001,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001203,1,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,1,,40000006,10000001,9,RANDOM,1,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
