#ID,２Ｄ演出,３Ｄ演出,,,,,機能1,,,,,,,,,,,,,,,,,,,,,,,,
#,２D演出スクリプト,３D演出カットインスクリプト,３D演出プレイリスト,着弾エフェクト,着弾位置,チャージ演出プレイリスト,タイプ,ターゲット,自身除く,火,氷,風,光,闇,土,雷,水,無,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,パラメータ6,パラメータ7,パラメータ8,パラメータ9,パラメータ10,デッキコンボ倍率使用,ヘイト上限,
60002292,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_WIND,MAGIC,0,0,,,,1,10000,
60002293,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_WIND,MAGIC,0,0,,,,1,10000,
60002301,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_LIGHT,MAGIC,0,0,,,,1,10000,
60002302,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_LIGHT,MAGIC,0,0,,,,1,10000,
60002303,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_LIGHT,MAGIC,0,0,,,,1,10000,
60002311,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,ICE_DARK,MAGIC,0,0,,,,1,10000,
60002312,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,ICE_DARK,MAGIC,0,0,,,,1,10000,
60002313,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,ICE_DARK,MAGIC,0,0,,,,1,10000,
60002321,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,WIND_LIGHT,MAGIC,0,0,,,,1,10000,
60002322,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,WIND_LIGHT,MAGIC,0,0,,,,1,10000,
60002323,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,WIND_LIGHT,MAGIC,0,0,,,,1,10000,
60002331,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,WIND_DARK,MAGIC,0,0,,,,1,10000,
60002332,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,WIND_DARK,MAGIC,0,0,,,,1,10000,
60002333,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,WIND_DARK,MAGIC,0,0,,,,1,10000,
60002341,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,5,,LIGHT_DARK,MAGIC,0,0,,,,1,10000,
60002342,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,10,,LIGHT_DARK,MAGIC,0,0,,,,1,10000,
60002343,,,,,,,CRITICAL_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,LIGHT_DARK,MAGIC,0,0,,,,1,10000,
#EXスキル,
61000101,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE,PHYSICS,0,0,,1,10000,
61000102,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,FIRE,PHYSICS,0,0,,1,10000,
61000103,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,FIRE,PHYSICS,0,0,,1,10000,
61000111,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE,PHYSICS,0,0,,1,10000,
61000112,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,ICE,PHYSICS,0,0,,1,10000,
61000113,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,ICE,PHYSICS,0,0,,1,10000,
61000121,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND,PHYSICS,0,0,,1,10000,
61000122,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,WIND,PHYSICS,0,0,,1,10000,
61000123,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,WIND,PHYSICS,0,0,,1,10000,
61000131,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,LIGHT,PHYSICS,0,0,,1,10000,
61000132,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,LIGHT,PHYSICS,0,0,,1,10000,
61000133,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,LIGHT,PHYSICS,0,0,,1,10000,
61000141,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,DARK,PHYSICS,0,0,,1,10000,
61000142,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,DARK,PHYSICS,0,0,,1,10000,
61000143,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,DARK,PHYSICS,0,0,,1,10000,
61000151,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE,MAGIC,0,0,,1,10000,
61000152,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,FIRE,MAGIC,0,0,,1,10000,
61000153,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,FIRE,MAGIC,0,0,,1,10000,
61000161,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE,MAGIC,0,0,,1,10000,
61000162,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,ICE,MAGIC,0,0,,1,10000,
61000163,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,ICE,MAGIC,0,0,,1,10000,
61000171,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND,MAGIC,0,0,,1,10000,
61000172,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,WIND,MAGIC,0,0,,1,10000,
61000173,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,WIND,MAGIC,0,0,,1,10000,
61000181,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,LIGHT,MAGIC,0,0,,1,10000,
61000182,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,LIGHT,MAGIC,0,0,,1,10000,
61000183,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,LIGHT,MAGIC,0,0,,1,10000,
61000191,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,DARK,MAGIC,0,0,,1,10000,
61000192,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,70,,,,DARK,MAGIC,0,0,,1,10000,
61000193,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,120,,,,DARK,MAGIC,0,0,,1,10000,
61000201,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,,,FIRE,ALL,0,0,,1,10000,
61000202,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,,,FIRE,ALL,0,0,,1,10000,
61000203,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,FIRE,ALL,0,0,,1,10000,
61000211,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,,,ICE,ALL,0,0,,1,10000,
61000212,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,,,ICE,ALL,0,0,,1,10000,
61000213,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,ICE,ALL,0,0,,1,10000,
61000221,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,,,WIND,ALL,0,0,,1,10000,
61000222,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,,,WIND,ALL,0,0,,1,10000,
61000223,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,WIND,ALL,0,0,,1,10000,
61000231,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,,,LIGHT,ALL,0,0,,1,10000,
61000232,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,,,LIGHT,ALL,0,0,,1,10000,
61000233,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,LIGHT,ALL,0,0,,1,10000,
61000241,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,20,,,,DARK,ALL,0,0,,1,10000,
61000242,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,30,,,,DARK,ALL,0,0,,1,10000,
61000243,,,,,,,DAMAGE_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,50,,,,DARK,ALL,0,0,,1,10000,
61000251,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,ATK,0,0,,1,10000,
61000252,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,ATK,0,0,,1,10000,
61000253,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,ATK,0,0,,1,10000,
61000261,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,ATK,0,0,,1,10000,
61000262,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,ICE,ATK,0,0,,1,10000,
61000263,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,ICE,ATK,0,0,,1,10000,
61000271,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,ATK,0,0,,1,10000,
61000272,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,WIND,ATK,0,0,,1,10000,
61000273,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,WIND,ATK,0,0,,1,10000,
61000281,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,ATK,0,0,,1,10000,
61000282,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,LIGHT,ATK,0,0,,1,10000,
61000283,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,LIGHT,ATK,0,0,,1,10000,
61000291,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,ATK,0,0,,1,10000,
61000292,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,ATK,0,0,,1,10000,
61000293,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,ATK,0,0,,1,10000,
61000301,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,INT,0,0,,1,10000,
61000302,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,INT,0,0,,1,10000,
61000303,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,INT,0,0,,1,10000,
61000311,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,INT,0,0,,1,10000,
61000312,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,ICE,INT,0,0,,1,10000,
61000313,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,ICE,INT,0,0,,1,10000,
61000321,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,INT,0,0,,1,10000,
61000322,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,WIND,INT,0,0,,1,10000,
61000323,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,WIND,INT,0,0,,1,10000,
61000331,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,INT,0,0,,1,10000,
61000332,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,LIGHT,INT,0,0,,1,10000,
61000333,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,LIGHT,INT,0,0,,1,10000,
61000341,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,INT,0,0,,1,10000,
61000342,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,INT,0,0,,1,10000,
61000343,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,INT,0,0,,1,10000,
61000351,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,ATK,0,0,,1,10000,
61000351,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,INT,0,0,,1,10000,
61000352,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,ATK,0,0,,1,10000,
61000352,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,INT,0,0,,1,10000,
61000353,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,ATK,0,0,,1,10000,
61000353,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,INT,0,0,,1,10000,
61000361,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,ATK,0,0,,1,10000,
61000361,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,INT,0,0,,1,10000,
61000362,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,ATK,0,0,,1,10000,
61000362,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,INT,0,0,,1,10000,
61000363,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,ATK,0,0,,1,10000,
61000363,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,INT,0,0,,1,10000,
61000371,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,ATK,0,0,,1,10000,
61000371,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,INT,0,0,,1,10000,
61000372,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,ATK,0,0,,1,10000,
61000372,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,INT,0,0,,1,10000,
61000373,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,ATK,0,0,,1,10000,
61000373,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,INT,0,0,,1,10000,
61000381,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,ATK,0,0,,1,10000,
61000381,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,INT,0,0,,1,10000,
61000382,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,ATK,0,0,,1,10000,
61000382,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,INT,0,0,,1,10000,
61000383,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,ATK,0,0,,1,10000,
61000383,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,INT,0,0,,1,10000,
61000391,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,ATK,0,0,,1,10000,
61000391,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,INT,0,0,,1,10000,
61000392,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,ATK,0,0,,1,10000,
61000392,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,INT,0,0,,1,10000,
61000393,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,ATK,0,0,,1,10000,
61000393,,,,,,,ATK_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,INT,0,0,,1,10000,
61000401,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,DEF,0,0,,1,10000,
61000402,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,DEF,0,0,,1,10000,
61000403,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,DEF,0,0,,1,10000,
61000411,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,DEF,0,0,,1,10000,
61000412,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,ICE,DEF,0,0,,1,10000,
61000413,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,ICE,DEF,0,0,,1,10000,
61000421,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,DEF,0,0,,1,10000,
61000422,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,WIND,DEF,0,0,,1,10000,
61000423,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,WIND,DEF,0,0,,1,10000,
61000431,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,DEF,0,0,,1,10000,
61000432,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,LIGHT,DEF,0,0,,1,10000,
61000433,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,LIGHT,DEF,0,0,,1,10000,
61000441,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,DEF,0,0,,1,10000,
61000442,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,DEF,0,0,,1,10000,
61000443,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,DEF,0,0,,1,10000,
61000451,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,MDEF,0,0,,1,10000,
61000452,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,MDEF,0,0,,1,10000,
61000453,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,MDEF,0,0,,1,10000,
61000461,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,MDEF,0,0,,1,10000,
61000462,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,ICE,MDEF,0,0,,1,10000,
61000463,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,ICE,MDEF,0,0,,1,10000,
61000471,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,WIND,MDEF,0,0,,1,10000,
61000472,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,WIND,MDEF,0,0,,1,10000,
61000473,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,WIND,MDEF,0,0,,1,10000,
61000481,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,LIGHT,MDEF,0,0,,1,10000,
61000482,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,LIGHT,MDEF,0,0,,1,10000,
61000483,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,LIGHT,MDEF,0,0,,1,10000,
61000491,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,DARK,MDEF,0,0,,1,10000,
61000492,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,DARK,MDEF,0,0,,1,10000,
61000493,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,DARK,MDEF,0,0,,1,10000,
61000501,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,DEF,0,0,,1,10000,
61000501,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,FIRE,MDEF,0,0,,1,10000,
61000502,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,DEF,0,0,,1,10000,
61000502,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,FIRE,MDEF,0,0,,1,10000,
61000503,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,DEF,0,0,,1,10000,
61000503,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,FIRE,MDEF,0,0,,1,10000,
61000511,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,DEF,0,0,,1,10000,
61000511,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,ICE,MDEF,0,0,,1,10000,
61000512,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,DEF,0,0,,1,10000,
61000512,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,ICE,MDEF,0,0,,1,10000,
61000513,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,DEF,0,0,,1,10000,
61000513,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,ICE,MDEF,0,0,,1,10000,
61000521,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,DEF,0,0,,1,10000,
61000521,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,WIND,MDEF,0,0,,1,10000,
61000522,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,DEF,0,0,,1,10000,
61000522,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,WIND,MDEF,0,0,,1,10000,
61000523,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,DEF,0,0,,1,10000,
61000523,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,WIND,MDEF,0,0,,1,10000,
61000531,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,DEF,0,0,,1,10000,
61000531,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,LIGHT,MDEF,0,0,,1,10000,
61000532,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,DEF,0,0,,1,10000,
61000532,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,LIGHT,MDEF,0,0,,1,10000,
61000533,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,DEF,0,0,,1,10000,
61000533,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,LIGHT,MDEF,0,0,,1,10000,
61000541,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,DEF,0,0,,1,10000,
61000541,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,25,,DARK,MDEF,0,0,,1,10000,
61000542,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,DEF,0,0,,1,10000,
61000542,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,40,,DARK,MDEF,0,0,,1,10000,
61000543,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,DEF,0,0,,1,10000,
61000543,,,,,,,DEF_UP_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,70,,DARK,MDEF,0,0,,1,10000,
61000551,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,FIRE,ATK,0,0,,1,10000,
61000552,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,90,,FIRE,ATK,0,0,,1,10000,
61000553,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,150,,FIRE,ATK,0,0,,1,10000,
61000561,,,,,,,ATK_BREAK_BOOST,SELECT,,1,1,1,1,1,1,1,1,1,99,,,60,,ICE,ATK,0,0,,1,10000,
