#ID,基カードID,同カードID,冠名,メイン名,サブ名,スタックか？,属性,レアリティ,コスト,パラメータ,,,,,,,,,,,,レベル最大,忠誠度最大,名声最大,リーダースキル(カードのレベルアップによる変化表),,,,,,,,,,,,,,,,,,,,通常スキルID,アーサーボーナススキルID,ジョブボーナススキルID,スキルLv上限,スキルｶｯﾄｲﾝID,PictID,,,,拡大画像,経験値ID,売却値段,合成素材フラグ,売却素材フラグ,進化合成,,,,,,,,フレーバーテキスト,イラストレーター,声優,プロフィール（データ）,,,,,,,,,,,,,,,見た目（通常）,,,,,,,,,,,,,見た目（親密度MAX）,,,,,,,,,,,,,騎士セリフ,,,,,,,,,,,,,,,ボイスID,,,,,,,,,,ダウンロード中表示,
#,,,,,,,,,,HP,成長限界HP,忠誠度MAXボーナス,ATK,成長限界ATK,忠誠度MAXボーナス,INT,成長限界INT,忠誠度MAXボーナス,MND,成長限界MND,忠誠度MAXボーナス,,,,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,カードレベル,スキルID,,,,,,通常,種別,MAX,種別,サイズ,LVUP,,,,基礎費用,進化後ID,素材ID1,素材ID2,素材ID3,素材ID4,素材ID5,素材ID6,,,,性別,3S/B,3S/W,3S/H,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,性別,スリーサイズ,身長,体重,利き手,その他1,その他2,その他3,その他4,その他5,その他6,その他7,その他8,ダウンロード中,ガチャと新規入手,進化合成,騎士LvUP,スキルLvUP,騎士LvMAX,探索出発,探索アーサー支援,探索宝箱,探索強敵,忠誠度UP,忠誠度MAX,スキル発動（攻妨特）,スキル発動（回支防）,コンティニュー,挨拶,騎士LvUP,探索出発,未：探索アーサー支援[代：挨拶],探索宝箱,未：探索強敵[代：探索出発],未：忠誠度UP[代：騎士LvUP],スキル発動（物魔妨特）,スキル発動（回支防）,コンティニュー,,
#レアリティ参照用ダミー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203036,10203036,10203035,うかつで極嬢,PSO2型カトリ,,,LIGHT,ULTRARARE,0,1090,1615,0,78,115,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,12502451,12502452,,1,2,10203036,0,10203036,1,L,105,15000,,,,,,,,,,,バウンサークラスの試験運用を任され<br>たニューマンの女性。お嬢様育ちだが<br>アークスとなった。場の雰囲気に流さ<br>れやすく未熟で怠け者で嘘つきだが、<br>諦めの悪さだけは超一流。主にデュア<br>ルブレードを扱うが、その理由は「ジ<br>ェットブーツははしたない」とのこと<br>。,活断層,桑島 法子,FEMALE,不明,不明,不明,173,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,173cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,173cm,不明,不明,,,,,,,,,ダウンロード中,どおーんとォ！ ゲホッ、ゲホホッ！,世の中には、物のはずみという<br>言葉もあってですね……,いえ、いえいえ！<br>まだまだイケます！ ワタクシは……,あれ？ もしかしてワタクシ、<br>ノセられました？ ,やりました！ いい感じですね！,ワタクシ、参上ですわ！,ワタクシのがんばり……<br>見ていてくださいねッ！,ワタクシにも分けていただけません？,ワタクシの直感恐怖レーダーに、<br>反応があった気がしただけです。,こんな所でお逢いするなんて、偶然？<br>いいえ！ 運命……,やりましたね！<br>貴方様と一緒だったから楽……<br>じゃなくて、貴方様のおかげですわ！,これで……終わりですわッ！,ワタクシだってやる時はやるんです！,うわーん！ ワタクシをなぐさめて……,650380010,650380020,650380030,650380030,650380050,650380030,650380020,650380080,650380090,650380010,,
10203037,10203037,10203037,騎士,PSO2型イオ,,,ICE,SUPERRARE,0,419,699,0,0,0,0,0,0,0,70,117,0,40,100,70,,,,,,,,,,,,,,,,,,,,,14302711,14302712,,1,1,10203037,0,10203037,1,L,104,5000,,,20000,10203038,20000021,20000021,20000016,20000016,20000011,20000011,アークスになってまだ日の浅い、デュ<br>ーマンの女の子。気に入ったアークス<br>を「センパイ」と呼び、慕ってくる。<br>一人称が「おれ」なことと、体型のせ<br>いで男の子と思われがちだが、れっき<br>とした女の子。,IsII,竹達 彩奈,FEMALE,不明,不明,不明,151,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,151cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,151cm,不明,不明,,,,,,,,,ダウンロード中,よろしくたのむよ、センパイ！,俺も負けてられないな。,やるからには全力だ。,やられた分はかえさないとな！,これが……経験の差？,余計なお世話かもしれないけど……<br>気を付けてな、センパイ！,こういうこともできる！,いいなァ、それ！,ちぇッ、ここまでなのか……,センパイ……あんた本物なんだな！,俺もセンパイと一緒に戦えるよう、<br>もっと頑張るからさ……<br>これからもよろしくな。,一射一殺ッ！,この距離で……はずしてたまるか！,俺はイヤだよ……こんな結末……,650400010,650400020,650400030,650400030,650400050,650400030,650400020,650400080,650400090,650400010,,
10203038,10203038,10203037,かわいい後輩,PSO2型イオ,,,ICE,ULTRARARE,0,779,1154,0,0,0,0,0,0,0,130,192,0,50,100,90,,,,,,,,,,,,,,,,,,,,,14302721,14302722,,1,2,10203038,0,10203038,1,L,105,15000,,,,,,,,,,,アークスになってまだ日の浅い、デュ<br>ーマンの女の子。気に入ったアークス<br>を「センパイ」と呼び、慕ってくる。<br>一人称が「おれ」なことと、体型のせ<br>いで男の子と思われがちだが、れっき<br>とした女の子。,IsII,竹達 彩奈,FEMALE,不明,不明,不明,151,不明,UNKNOWN,,,,,,,,,女性,B:不明、W:不明、H:不明,151cm,不明,不明,,,,,,,,,女性,B:不明、W:不明、H:不明,151cm,不明,不明,,,,,,,,,ダウンロード中,よろしくたのむよ、センパイ！,俺も負けてられないな。,やるからには全力だ。,やられた分はかえさないとな！,これが……経験の差？,余計なお世話かもしれないけど……<br>気を付けてな、センパイ！,こういうこともできる！,いいなァ、それ！,ちぇッ、ここまでなのか……,センパイ……あんた本物なんだな！,俺もセンパイと一緒に戦えるよう、<br>もっと頑張るからさ……<br>これからもよろしくな。,一射一殺ッ！,この距離で……はずしてたまるか！,俺はイヤだよ……こんな結末……,650400010,650400020,650400030,650400030,650400050,650400030,650400020,650400080,650400090,650400010,,
#161018_魔創グループ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203039,10203039,10203039,騎士,魔創型フェデルマ,,,LIGHT,ULTRARARE,0,779,1154,0,130,192,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,11103731,11103732,,1,1,10203039,0,10203039,1,L,105,15000,,,30000,10203040,20000025,20000023,20000023,20000018,20000018,20000018,秋の収穫を祝い、悪霊を追い払うべく<br>魔女と妖精の因子をもとに製造された<br>騎士。陽気なカボチャのランタンを従<br>え上目遣いで「お菓子」をねだってく<br>るが、本物のお菓子を手渡すと態度が<br>一変して「このシャバゾウが、シモの<br>方から手ェ突っ込んで奥歯ガタガタ言<br>わせたろか、おう？」と恫喝されてし<br>まう。空気を読んでそこそこのお金を<br>握らせると機嫌よくアメちゃんをくれ<br>、陽気なカボチャの霊力で体に染みつ<br>いた瘴気を払ってくれるようだ。,ヨシノリョウ,阿澄 佳奈,FEMALE,77,59,79,167,42,LEFT,,,,,,,,,女性,B:77、W:59、H:79,167cm,42kg,左,,,,,,,,,女性,B:77、W:59、H:79,167cm,42kg,左,,,,,,,,,ダウンロード中,長い付き合いになりそうやなァ。,な？ うちはお菓子握らせるだけじゃ<br>申し訳ないくらいええ女やろ？,これで採算取れるなァ。<br>いっひひ！,うちはこう見えてな、<br>魔力はなかなかのモンなんよ。,ホント、ええ買い物したなァ。<br>な、そやろ？,ええモンあったらちょうだい！,一発カマしたるでェ！,で、うちの分は？,どエライやつのお出ましやで！,アカン……手なづけられてしもうた。,うちは引く手あまたなんやけど、しゃあない。<br>あんたのこと、めっちゃ好ッきゃねんもん。<br>いたずらでもなんでも、あんたの好きにしぃや。,うちを怒らせるとコワイでェ！,うちの出番やな！,あきらめんのかいな……,650420010,650420020,650420030,650420030,650420050,650420030,650420020,650420080,650420090,650420010,,
10203040,10203040,10203039,悪戯魔嬢,魔創型フェデルマ,,,LIGHT,MILLIONRARE,0,1371,1904,0,228,317,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,11103741,11103742,,1,2,10203040,0,10203040,1,L,106,30000,,,,,,,,,,,秋の収穫を祝い、悪霊を追い払うべく<br>魔女と妖精の因子をもとに製造された<br>騎士。陽気なカボチャのランタンを従<br>え上目遣いで「お菓子」をねだってく<br>るが、本物のお菓子を手渡すと態度が<br>一変して「このシャバゾウが、シモの<br>方から手ェ突っ込んで奥歯ガタガタ言<br>わせたろか、おう？」と恫喝されてし<br>まう。空気を読んでそこそこのお金を<br>握らせると機嫌よくアメちゃんをくれ<br>、陽気なカボチャの霊力で体に染みつ<br>いた瘴気を払ってくれるようだ。,ヨシノリョウ,阿澄 佳奈,FEMALE,77,59,79,167,42,LEFT,,,,,,,,,女性,B:77、W:59、H:79,167cm,42kg,左,,,,,,,,,女性,B:77、W:59、H:79,167cm,42kg,左,,,,,,,,,ダウンロード中,長い付き合いになりそうやなァ。,な？ うちはお菓子握らせるだけじゃ<br>申し訳ないくらいええ女やろ？,これで採算取れるなァ。<br>いっひひ！,うちはこう見えてな、<br>魔力はなかなかのモンなんよ。,ホント、ええ買い物したなァ。<br>な、そやろ？,ええモンあったらちょうだい！,一発カマしたるでェ！,で、うちの分は？,どエライやつのお出ましやで！,アカン……手なづけられてしもうた。,うちは引く手あまたなんやけど、しゃあない。<br>あんたのこと、めっちゃ好ッきゃねんもん。<br>いたずらでもなんでも、あんたの好きにしぃや。,うちを怒らせるとコワイでェ！,うちの出番やな！,あきらめんのかいな……,650420010,650420020,650420030,650420030,650420050,650420030,650420020,650420080,650420090,650420010,,
10129019,10129019,10129019,妖精,ジャック・オー・ランタン,,,FIRE,ULTRARARE,0,935,1385,0,104,154,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,12502461,12502462,,1,1,10129019,0,10129019,1,L,105,15000,,,30000,10129020,20000025,20000020,20000020,20000015,20000015,20000015,純粋な妖精ではなく、元人間。『断絶<br>の時代』において究極の罪人に処され<br>る刑罰によって、生きながらに粗雑・<br>低級の妖精へと作り替えられ、使役を<br>義務付けられた存在。一説では、カボ<br>チャのオモチャのように『中身がない<br>』らしいのだが、詳細は不明。かつて<br>は口頭コマンドによって単純な雑務作<br>業を繰り返していたようだが、現代に<br>命令方法は残っていない。本人に悪意<br>はないようだが、機械の歯車に巻き込<br>まれるように犠牲者を生んでしまう事<br>例も。,BLADE,斎藤 千和,FEMALE,91,55,87,168,57,AMBIDEXTER,,,,,,,,,女性,B:91、W:55、H:87,168cm,57kg,両利き,,,,,,,,,女性,B:91、W:55、H:87,168cm,57kg,両利き,,,,,,,,,大昔は、私もお祭りで大活躍だったんだって。<br>え～と…トリックオアトリート、って言えば<br>お菓子がもらえるの。トリックオアトリート♪,私は人間？　妖精？　<br>さて、どっちだろう…？,私は人間？　妖精？　<br>さて、どっちだろう…？,筋肉がついた…ような気がするよ～。<br>もっと鍛えなくちゃ～。,魔法とかムリだけど、<br>ゴリゴリ動くのは得意だよ～。,強くなっても、私は黙々とキミの<br>命令を実行するぞ～。,どこか行くの？<br>私も逝く逝く～。,助けてあげるけど、私バカだから<br>失敗するかも！　怒らないでね？,宝箱だよ～。む…これを残した死者の<br>怨念を感じるけど…まぁ、いっか～♪,強い相手だね～。死んじゃったら、<br>私もアッチの世界に連れてってね？,キミのとなりは落ち着くね～。<br>やっぱりずっと憑いていようかな～？,アーサーの命令はわかりやすくて、<br>動きやすいよ～。その調子でガンガン<br>使役しちゃってよ～。よ～ろ～し～く～。,引きずり回しちゃうからね～。,キミを助けたのは、私ですよ～。,私を置いていくのはダメだよ～？,600800010,600800020,600800030,600800030,600800050,600800030,600800020,600800080,600800090,600800010,,
10129020,10129020,10129019,鬼火の妖精,ジャック・オー・ランタン,,,FIRE,MILLIONRARE,0,1645,2285,0,183,254,0,0,0,0,0,0,0,60,100,100,,,,,,,,,,,,,,,,,,,,,12502471,12502472,,1,2,10129020,0,10129020,1,L,106,30000,,,,,,,,,,,純粋な妖精ではなく、元人間。『断絶<br>の時代』において究極の罪人に処され<br>る刑罰によって、生きながらに粗雑・<br>低級の妖精へと作り替えられ、使役を<br>義務付けられた存在。一説では、カボ<br>チャのオモチャのように『中身がない<br>』らしいのだが、詳細は不明。かつて<br>は口頭コマンドによって単純な雑務作<br>業を繰り返していたようだが、現代に<br>命令方法は残っていない。本人に悪意<br>はないようだが、機械の歯車に巻き込<br>まれるように犠牲者を生んでしまう事<br>例も。,BLADE,斎藤 千和,FEMALE,91,55,87,168,57,AMBIDEXTER,,,,,,,,,女性,B:91、W:55、H:87,168cm,57kg,両利き,,,,,,,,,女性,B:91、W:55、H:87,168cm,57kg,両利き,,,,,,,,,…なんで私はカボチャなんか持ってるんだろ？<br>自分でもわからないけど、からっぽの頭で<br>かっこわる…中身があればおいしく食べたのに。,このカボチャは食べられないよ～。<br>食べたら呪われるぞ～、私に～。,さまよう私はキミの下へ<br>辿り着いた…。憑いてい～く～よ～。,体を動かすのは好き～。<br>頭を使うのは嫌いだ～。,頭はからっぽだけど～、<br>一生懸命、考えてるんだぞ～。,永遠に戦うのが～私の仕事～…。<br>死んでも戦い続けるのさ～。,今日は私もヤル気充分だよ。<br>アーサー、一緒に逝こう～。,キミには私が憑いてるんだから、<br>安心し～て～ね～……？,宝箱だ～。私もキミが死んだら、<br>遺品は宝箱に入れて保管してあげる。,あいつと戦うの～？　キミは死んでも<br>戻ってこれないから、気をつけて～。,キミのことは離さないよ～…。<br>永遠に、そばにいてもらうからね～。,頭を使うのは苦手だけど、キミのことはずっと<br>考えていられるよ～。でも、妖精と人間の間に<br>絆は芽生えるのかな～…考えてたら熱出てきた。,死んだら、仲間だね～。,これでこっからも頑張れるよね～？,ひとりだけあの世に逝くのはずるいよ～。,600800010,600800020,600800030,600800030,600800050,600800030,600800020,600800080,600800090,600800010,,
10126029,10126029,10126029,騎士,魔創型ローエングリン,,,WIND,SUPERRARE,0,419,699,0,70,117,0,0,0,0,0,0,0,40,100,70,,,,,,,,,,,,,,,,,,,,,12502481,12502482,,1,1,10126029,0,10126029,1,L,104,5000,,,20000,10126030,20000022,20000022,20000017,20000017,20000012,20000012,ローエングリンと見た目そっくりに作<br>られた騎士、ヘヴリディーズに存在す<br>る魔女の因子を掛け合わせて創られた<br>。元となった魔女の要素が反映されて<br>いるのか、少しいじわるな性格になっ<br>ている。お菓子には見向きもせず、ア<br>ーサー達に魔法をかけていたずらをし<br>て周っている。,まよ吉,伊藤 かな恵,FEMALE,79,55,81,151,50,RIGHT,,,,,,,,,女性,B:79、W:55、H:81,151cm,50kg,右,,,,,,,,,女性,B:79、W:55、H:81,151cm,50kg,右,,,,,,,,,悪霊を払うことで今後の息災を願う風習は<br>『断絶の時代』から続くブリテンの歴史らしい。<br>文化伝統継承のため、取り組まなければな。,フフ、存分に恐れるがいい。<br>ついでにお菓子も置いていけ。,フフ、存分に恐れるがいい。<br>ついでにお菓子も置いていけ。,普段から道具に頼りきり<br>というワケではないからな。,根付いた風習に学ぶことは多い。<br>お前も調べてみてはどうだ？,少し派手さとおどろおどろしさが<br>足りなかったか？,栄光に向かって歩め。<br>歩いた分だけお菓子が美味いぞ。,頼られるのは気分がいいな。<br>まるで王にでもなった気分だよ。,煮ても焼いても食えないな。<br>せめてお菓子でも…。,ここで遭ったが運の尽き。<br>悪霊の私を止められるかな？,お菓子程度でなびくとでも？<br>…しかしこれ、美味いな。,そもそもお菓子を貰えるのは子供だけらしい。<br>どうやら想像以上に若く見られているようだな。<br>今度からパパ、ママと呼んでやろうか？,愚の骨頂だな。,頼りがいがあるだろう？,おや？　これでお開きか？,602450010,602450020,602450030,602450030,602450050,602450030,602450020,602450080,602450090,602450010,,
10126030,10126030,10126029,万聖の魔術師,魔創型ローエングリン,,,WIND,ULTRARARE,0,779,1154,0,130,192,0,0,0,0,0,0,0,50,100,90,,,,,,,,,,,,,,,,,,,,,12502491,12502492,,1,2,10126030,0,10126030,1,L,105,15000,,,,,,,,,,,ローエングリンと見た目そっくりに作<br>られた騎士、ヘヴリディーズに存在す<br>る魔女の因子を掛け合わせて創られた<br>。元となった魔女の要素が反映されて<br>いるのか、少しいじわるな性格になっ<br>ている。お菓子には見向きもせず、ア<br>ーサー達に魔法をかけていたずらをし<br>て周っている。,まよ吉,伊藤 かな恵,FEMALE,79,55,81,151,50,RIGHT,,,,,,,,,女性,B:79、W:55、H:81,151cm,50kg,右,,,,,,,,,女性,B:79、W:55、H:81,151cm,50kg,右,,,,,,,,,子供達に一番人気の仮装は魔女だそうだ。<br>そう言えばこの城にもひとり魔女が居たが…。<br>彼女は追い払われる側だったかもな。,お菓子が好きなだけ貰える風習なら<br>毎日でもいいくらいだな。,派手さとおどろおどろしさに<br>磨きを掛けた今、私は無敵だ。,ゴットフリートのヤツも呼べば<br>イジれて面白かったのに。,おそらく、生涯学ぶことばかりだ。<br>面白いな、ブリテンというものは。,訓練以外の目に見えぬ努力も<br>積んでいるのでな。,仮装して練り歩くなんて<br>こんな時くらいしかできないからな！,やれやれ、仕方がないアーサーだな？<br>…なんてな。,ああ。まあそう簡単に<br>遺物が手に入ったりはしないだろう。,お前の手口は分かっているぞ。<br>私を誰だと思っているんだ？,城の魔女の代わりに、主になって<br>やることもやぶさかでもないぞ？,ああ…。楽しいな。<br>これからは、どんな時間を共有できるだろうな。<br>こうした機会が増えることを願っているよ。,困ったお友達だ。,大いに任せてもらおう。,ここまで来たらせめて、なぁ…？,602450010,602450020,602450030,602450030,602450050,602450030,602450020,602450080,602450090,602450010,,
